recid,idtruth
GECO013308,rec-001728
GECO005621,rec-001729
GECO002695,rec-001730
GECO007566,rec-001730
GECO007831,rec-001730
GECO014217,rec-001730
GECO010302,rec-001731
GECO001521,rec-001732
GECO009110,rec-001733
GECO009329,rec-001733
GECO012214,rec-001733
GECO011014,rec-001734
GECO010399,rec-001735
GECO003646,rec-001736
GECO005571,rec-001736
GECO014651,rec-001736
GECO003776,rec-001737
GECO004078,rec-001737
GECO011543,rec-001737
GECO002950,rec-001738
GECO003866,rec-001739
GECO005058,rec-001739
GECO006126,rec-001739
GECO012580,rec-001739
GECO014101,rec-001740
GECO005114,rec-001741
GECO000664,rec-001742
GECO006696,rec-001743
GECO010255,rec-001744
GECO003804,rec-001745
GECO005882,rec-001745
GECO011770,rec-001745
GECO014165,rec-001745
GECO005080,rec-001746
GECO012600,rec-001747
GECO004717,rec-001748
GECO008075,rec-001749
GECO011149,rec-001750
GECO007374,rec-001751
GECO000791,rec-001752
GECO002430,rec-001752
GECO007072,rec-001752
GECO014319,rec-001752
GECO010180,rec-001753
GECO003182,rec-001754
GECO007364,rec-001754
GECO008366,rec-001754
GECO008550,rec-001754
GECO008731,rec-001754
GECO007376,rec-001755
GECO012227,rec-001756
GECO005722,rec-001757
GECO006786,rec-001757
GECO007299,rec-001757
GECO001098,rec-001758
GECO004426,rec-001758
GECO013979,rec-001758
GECO014454,rec-001758
GECO010416,rec-001759
GECO000627,rec-001760
GECO002365,rec-001760
GECO007448,rec-001760
GECO012133,rec-001761
GECO001790,rec-001762
GECO005546,rec-001762
GECO011805,rec-001762
GECO013836,rec-001762
GECO007864,rec-001763
GECO004943,rec-001764
GECO000107,rec-001765
GECO001984,rec-001765
GECO010607,rec-001765
GECO013595,rec-001765
GECO003435,rec-001766
GECO003955,rec-001767
GECO007423,rec-001767
GECO009852,rec-001767
GECO010714,rec-001767
GECO012217,rec-001767
GECO004974,rec-001768
GECO007209,rec-001769
GECO001720,rec-001770
GECO001907,rec-001771
GECO000298,rec-001772
GECO004667,rec-001773
GECO000548,rec-001774
GECO006094,rec-001774
GECO006683,rec-001774
GECO006891,rec-001774
GECO013356,rec-001774
GECO014624,rec-001775
GECO003433,rec-001776
GECO007967,rec-001776
GECO013670,rec-001776
GECO009051,rec-001777
GECO006027,rec-001778
GECO000611,rec-001779
GECO001340,rec-001780
GECO005495,rec-001780
GECO012401,rec-001780
GECO014246,rec-001780
GECO000746,rec-001781
GECO000842,rec-001781
GECO006216,rec-001781
GECO008468,rec-001781
GECO013511,rec-001781
GECO002242,rec-001782
GECO002341,rec-001783
GECO003534,rec-001783
GECO012968,rec-001783
GECO005716,rec-001784
GECO002965,rec-001785
GECO006847,rec-001785
GECO009069,rec-001785
GECO010297,rec-001785
GECO011500,rec-001785
GECO009707,rec-001786
GECO002795,rec-001787
GECO008740,rec-001788
GECO008359,rec-001789
GECO013508,rec-001790
GECO004332,rec-001791
GECO012416,rec-001792
GECO000615,rec-001793
GECO001068,rec-001793
GECO001446,rec-001793
GECO001953,rec-001793
GECO005837,rec-001793
GECO006817,rec-001793
GECO000340,rec-001794
GECO002226,rec-001795
GECO012998,rec-001796
GECO003929,rec-001797
GECO013113,rec-001798
GECO006546,rec-001799
GECO001635,rec-001800
GECO003579,rec-001801
GECO005373,rec-001801
GECO005901,rec-001801
GECO012118,rec-001801
GECO003792,rec-001802
GECO005610,rec-001802
GECO006566,rec-001802
GECO008410,rec-001802
GECO011885,rec-001803
GECO005959,rec-001804
GECO007862,rec-001804
GECO009728,rec-001804
GECO010897,rec-001804
GECO012662,rec-001804
GECO014056,rec-001805
GECO010163,rec-001806
GECO006089,rec-001807
GECO008780,rec-001808
GECO007226,rec-001809
GECO000135,rec-001810
GECO001553,rec-001810
GECO003486,rec-001810
GECO003511,rec-001810
GECO007611,rec-001810
GECO013156,rec-001810
GECO014653,rec-001810
GECO007301,rec-001811
GECO000393,rec-001812
GECO009759,rec-001813
GECO004018,rec-001814
GECO004040,rec-001814
GECO006311,rec-001814
GECO011144,rec-001814
GECO008818,rec-001815
GECO013354,rec-001816
GECO008424,rec-001817
GECO005879,rec-001818
GECO006043,rec-001818
GECO008311,rec-001818
GECO009846,rec-001818
GECO010579,rec-001819
GECO006269,rec-001820
GECO009084,rec-001820
GECO011309,rec-001820
GECO012806,rec-001820
GECO013714,rec-001820
GECO014043,rec-001820
GECO014283,rec-001821
GECO009406,rec-001822
GECO009434,rec-001823
GECO005146,rec-001824
GECO005949,rec-001824
GECO013137,rec-001824
GECO014232,rec-001824
GECO007933,rec-001825
GECO001715,rec-001826
GECO005391,rec-001826
GECO008763,rec-001826
GECO004525,rec-001827
GECO002752,rec-001828
GECO000008,rec-001829
GECO000085,rec-001829
GECO004501,rec-001829
GECO005378,rec-001829
GECO010675,rec-001829
GECO008564,rec-001830
GECO002496,rec-001831
GECO003202,rec-001832
GECO013905,rec-001833
GECO005364,rec-001834
GECO007057,rec-001834
GECO007851,rec-001834
GECO009503,rec-001834
GECO011493,rec-001834
GECO012098,rec-001834
GECO001087,rec-001835
GECO007199,rec-001836
GECO009291,rec-001837
GECO013045,rec-001837
GECO006907,rec-001838
GECO003510,rec-001839
GECO000866,rec-001840
GECO012853,rec-001840
GECO000893,rec-001841
GECO004215,rec-001841
GECO005751,rec-001841
GECO012886,rec-001841
GECO004372,rec-001842
GECO012277,rec-001843
GECO006255,rec-001844
GECO010459,rec-001844
GECO011378,rec-001844
GECO011863,rec-001844
GECO014765,rec-001844
GECO006110,rec-001845
GECO013165,rec-001846
GECO012752,rec-001847
GECO011362,rec-001848
GECO001166,rec-001849
GECO000364,rec-001850
GECO007966,rec-001850
GECO014362,rec-001850
GECO014682,rec-001850
GECO005286,rec-001851
GECO012775,rec-001851
GECO014667,rec-001851
GECO000625,rec-001852
GECO003723,rec-001852
GECO005338,rec-001852
GECO003934,rec-001853
GECO005409,rec-001853
GECO010379,rec-001853
GECO011587,rec-001853
GECO013175,rec-001853
GECO006784,rec-001854
GECO007911,rec-001855
GECO003438,rec-001856
GECO013026,rec-001857
GECO008930,rec-001858
GECO006366,rec-001859
GECO007704,rec-001860
GECO003263,rec-001861
GECO005754,rec-001861
GECO005864,rec-001861
GECO013196,rec-001861
GECO009568,rec-001862
GECO009857,rec-001862
GECO014611,rec-001862
GECO000637,rec-001863
GECO000491,rec-001864
GECO000492,rec-001864
GECO002863,rec-001864
GECO006726,rec-001864
GECO008598,rec-001864
GECO002318,rec-001865
GECO004715,rec-001866
GECO008078,rec-001866
GECO009446,rec-001866
GECO009619,rec-001866
GECO010400,rec-001866
GECO013243,rec-001866
GECO004527,rec-001867
GECO012378,rec-001868
GECO002023,rec-001869
GECO007583,rec-001870
GECO003179,rec-001871
GECO000690,rec-001872
GECO007367,rec-001872
GECO007598,rec-001872
GECO007931,rec-001872
GECO000246,rec-001873
GECO000409,rec-001873
GECO004778,rec-001873
GECO013695,rec-001873
GECO001420,rec-001874
GECO012848,rec-001875
GECO007429,rec-001876
GECO001306,rec-001877
GECO007591,rec-001877
GECO007849,rec-001877
GECO008160,rec-001877
GECO014950,rec-001877
GECO001452,rec-001878
GECO006277,rec-001878
GECO007971,rec-001878
GECO010913,rec-001878
GECO013589,rec-001878
GECO002449,rec-001879
GECO009875,rec-001880
GECO009290,rec-001881
GECO005121,rec-001882
GECO014136,rec-001882
GECO002883,rec-001883
GECO007761,rec-001884
GECO003570,rec-001885
GECO005638,rec-001885
GECO005851,rec-001885
GECO007327,rec-001885
GECO008381,rec-001885
GECO009782,rec-001886
GECO002774,rec-001887
GECO007770,rec-001888
GECO010586,rec-001889
GECO014151,rec-001890
GECO009563,rec-001891
GECO004677,rec-001892
GECO006589,rec-001893
GECO002621,rec-001894
GECO011245,rec-001895
GECO011785,rec-001896
GECO005002,rec-001897
GECO001867,rec-001898
GECO005012,rec-001898
GECO009093,rec-001898
GECO012102,rec-001898
GECO003713,rec-001899
GECO014140,rec-001900
GECO001258,rec-001901
GECO005242,rec-001901
GECO005354,rec-001901
GECO009249,rec-001901
GECO009299,rec-001901
GECO012822,rec-001901
GECO000121,rec-001902
GECO005862,rec-001902
GECO009399,rec-001902
GECO010634,rec-001902
GECO012508,rec-001902
GECO005061,rec-001903
GECO006453,rec-001904
GECO007159,rec-001904
GECO011823,rec-001904
GECO003491,rec-001905
GECO001589,rec-001906
GECO009741,rec-001907
GECO002163,rec-001908
GECO003702,rec-001909
GECO000184,rec-001910
GECO013545,rec-001910
GECO013297,rec-001911
GECO004221,rec-001912
GECO011221,rec-001912
GECO011991,rec-001912
GECO012320,rec-001912
GECO012958,rec-001912
GECO003476,rec-001913
GECO002671,rec-001914
GECO009612,rec-001915
GECO005298,rec-001916
GECO001768,rec-001917
GECO005106,rec-001917
GECO006765,rec-001917
GECO007344,rec-001917
GECO009605,rec-001917
GECO012849,rec-001917
GECO004550,rec-001918
GECO001410,rec-001919
GECO007206,rec-001920
GECO014271,rec-001920
GECO014845,rec-001920
GECO014446,rec-001921
GECO011257,rec-001922
GECO009266,rec-001923
GECO001896,rec-001924
GECO007001,rec-001924
GECO007997,rec-001924
GECO010040,rec-001924
GECO003598,rec-001925
GECO002220,rec-001926
GECO001726,rec-001927
GECO000487,rec-001928
GECO003948,rec-001928
GECO013285,rec-001928
GECO013488,rec-001928
GECO014498,rec-001928
GECO013819,rec-001929
GECO008831,rec-001930
GECO014525,rec-001931
GECO004204,rec-001932
GECO004545,rec-001933
GECO008429,rec-001933
GECO012636,rec-001934
GECO001428,rec-001935
GECO013601,rec-001936
GECO008099,rec-001937
GECO013568,rec-001937
GECO009966,rec-001938
GECO000265,rec-001939
GECO005803,rec-001940
GECO003644,rec-001941
GECO006910,rec-001941
GECO009355,rec-001941
GECO011276,rec-001941
GECO012094,rec-001941
GECO013490,rec-001941
GECO014616,rec-001941
GECO010685,rec-001942
GECO001245,rec-001943
GECO014753,rec-001944
GECO001564,rec-001945
GECO002799,rec-001946
GECO012738,rec-001947
GECO002216,rec-001948
GECO009175,rec-001948
GECO013588,rec-001948
GECO014203,rec-001948
GECO007560,rec-001949
GECO008570,rec-001949
GECO008825,rec-001949
GECO011844,rec-001949
GECO008998,rec-001950
GECO006610,rec-001951
GECO012147,rec-001951
GECO014251,rec-001951
GECO014639,rec-001951
GECO006304,rec-001952
GECO002571,rec-001953
GECO008704,rec-001954
GECO010510,rec-001954
GECO003512,rec-001955
GECO001483,rec-001956
GECO004384,rec-001956
GECO013779,rec-001956
GECO014157,rec-001957
GECO001502,rec-001958
GECO003325,rec-001959
GECO004919,rec-001959
GECO006584,rec-001959
GECO008881,rec-001959
GECO010639,rec-001959
GECO011673,rec-001959
GECO011499,rec-001960
GECO008801,rec-001961
GECO000446,rec-001962
GECO000391,rec-001963
GECO014259,rec-001964
GECO012549,rec-001965
GECO002115,rec-001966
GECO014212,rec-001967
GECO005113,rec-001968
GECO007645,rec-001969
GECO003056,rec-001970
GECO009336,rec-001970
GECO000146,rec-001971
GECO010033,rec-001971
GECO012492,rec-001971
GECO013155,rec-001971
GECO002284,rec-001972
GECO006107,rec-001973
GECO000112,rec-001974
GECO006191,rec-001974
GECO012189,rec-001974
GECO013367,rec-001974
GECO013567,rec-001974
GECO002385,rec-001975
GECO003426,rec-001976
GECO007574,rec-001977
GECO006642,rec-001978
GECO002131,rec-001979
GECO002344,rec-001980
GECO010784,rec-001980
GECO002093,rec-001981
GECO004043,rec-001982
GECO004688,rec-001982
GECO011367,rec-001983
GECO012837,rec-001984
GECO004690,rec-001985
GECO006756,rec-001985
GECO012969,rec-001985
GECO014397,rec-001986
GECO008994,rec-001987
GECO012128,rec-001988
GECO000042,rec-001989
GECO002424,rec-001989
GECO008897,rec-001989
GECO009632,rec-001989
GECO010484,rec-001989
GECO001049,rec-001990
GECO013668,rec-001990
GECO005361,rec-001991
GECO003832,rec-001992
GECO010083,rec-001993
GECO005651,rec-001994
GECO005720,rec-001994
GECO010650,rec-001994
GECO014662,rec-001994
GECO014982,rec-001994
GECO003273,rec-001995
GECO004851,rec-001995
GECO011962,rec-001995
GECO012705,rec-001995
GECO006612,rec-001996
GECO001986,rec-001997
GECO004154,rec-001997
GECO007270,rec-001997
GECO009268,rec-001997
GECO009316,rec-001997
GECO009445,rec-001997
GECO006350,rec-001998
GECO003410,rec-001999
GECO004146,rec-001999
GECO007766,rec-001999
GECO006908,rec-002000
GECO011009,rec-002001
GECO005362,rec-002002
GECO006557,rec-002002
GECO013495,rec-002002
GECO013702,rec-002002
GECO001285,rec-002003
GECO002555,rec-002003
GECO003578,rec-002003
GECO004685,rec-002003
GECO012712,rec-002003
GECO008179,rec-002004
GECO005646,rec-002005
GECO002214,rec-002006
GECO002839,rec-002007
GECO011040,rec-002008
GECO013067,rec-002009
GECO000731,rec-002010
GECO009033,rec-002011
GECO003956,rec-002012
GECO007659,rec-002013
GECO007132,rec-002014
GECO000031,rec-002015
GECO004125,rec-002015
GECO005541,rec-002015
GECO007556,rec-002015
GECO007717,rec-002015
GECO009951,rec-002015
GECO014361,rec-002015
GECO000747,rec-002016
GECO003502,rec-002016
GECO008167,rec-002016
GECO007892,rec-002017
GECO000348,rec-002018
GECO002773,rec-002018
GECO002897,rec-002018
GECO003514,rec-002018
GECO007137,rec-002018
GECO012166,rec-002018
GECO002815,rec-002019
GECO001927,rec-002020
GECO009841,rec-002021
GECO011969,rec-002021
GECO002550,rec-002022
GECO001705,rec-002023
GECO001089,rec-002024
GECO001999,rec-002024
GECO003997,rec-002024
GECO006273,rec-002024
GECO007408,rec-002024
GECO009670,rec-002024
GECO003063,rec-002025
GECO004907,rec-002025
GECO010848,rec-002025
GECO011603,rec-002026
GECO000275,rec-002027
GECO002755,rec-002027
GECO010603,rec-002027
GECO010644,rec-002027
GECO011248,rec-002027
GECO011584,rec-002027
GECO014265,rec-002027
GECO004659,rec-002028
GECO002587,rec-002029
GECO009198,rec-002030
GECO009350,rec-002030
GECO011168,rec-002030
GECO012027,rec-002030
GECO000441,rec-002031
GECO001080,rec-002031
GECO008215,rec-002031
GECO014938,rec-002032
GECO000890,rec-002033
GECO004190,rec-002033
GECO010909,rec-002033
GECO012687,rec-002033
GECO013960,rec-002033
GECO013761,rec-002034
GECO003755,rec-002035
GECO004776,rec-002036
GECO007055,rec-002036
GECO012835,rec-002036
GECO014477,rec-002036
GECO000749,rec-002037
GECO007073,rec-002037
GECO009229,rec-002037
GECO009256,rec-002037
GECO011355,rec-002037
GECO012159,rec-002037
GECO014159,rec-002037
GECO006558,rec-002038
GECO005979,rec-002039
GECO005806,rec-002040
GECO000461,rec-002041
GECO004021,rec-002042
GECO007507,rec-002042
GECO009597,rec-002042
GECO012013,rec-002042
GECO012149,rec-002042
GECO002388,rec-002043
GECO012219,rec-002043
GECO012689,rec-002043
GECO014695,rec-002043
GECO014730,rec-002043
GECO004506,rec-002044
GECO011839,rec-002045
GECO014824,rec-002045
GECO001380,rec-002046
GECO002374,rec-002046
GECO006670,rec-002046
GECO009174,rec-002046
GECO011573,rec-002046
GECO007004,rec-002047
GECO010335,rec-002048
GECO010456,rec-002049
GECO007085,rec-002050
GECO005238,rec-002051
GECO003682,rec-002052
GECO005732,rec-002053
GECO014516,rec-002054
GECO000309,rec-002055
GECO005170,rec-002055
GECO013206,rec-002055
GECO004848,rec-002056
GECO006755,rec-002056
GECO008611,rec-002056
GECO013239,rec-002056
GECO014579,rec-002057
GECO005104,rec-002058
GECO008128,rec-002058
GECO010469,rec-002058
GECO008693,rec-002059
GECO013257,rec-002059
GECO001289,rec-002060
GECO003890,rec-002060
GECO007954,rec-002060
GECO008220,rec-002060
GECO009261,rec-002060
GECO011290,rec-002060
GECO002918,rec-002061
GECO008298,rec-002062
GECO002680,rec-002063
GECO008685,rec-002063
GECO011266,rec-002063
GECO013981,rec-002063
GECO014337,rec-002063
GECO007710,rec-002064
GECO010800,rec-002064
GECO001816,rec-002065
GECO005595,rec-002065
GECO003986,rec-002066
GECO005200,rec-002066
GECO006181,rec-002066
GECO006944,rec-002066
GECO013573,rec-002066
GECO014544,rec-002066
GECO014934,rec-002066
GECO000695,rec-002067
GECO005942,rec-002067
GECO013540,rec-002067
GECO006793,rec-002068
GECO014015,rec-002069
GECO009547,rec-002070
GECO014947,rec-002071
GECO009169,rec-002072
GECO000255,rec-002073
GECO006958,rec-002073
GECO007343,rec-002073
GECO011704,rec-002073
GECO007894,rec-002074
GECO004374,rec-002075
GECO007658,rec-002075
GECO009918,rec-002075
GECO010211,rec-002076
GECO002749,rec-002077
GECO000037,rec-002078
GECO000168,rec-002078
GECO001675,rec-002078
GECO004593,rec-002078
GECO011617,rec-002078
GECO013104,rec-002078
GECO008589,rec-002079
GECO002409,rec-002080
GECO011243,rec-002080
GECO013414,rec-002080
GECO004378,rec-002081
GECO004523,rec-002081
GECO006484,rec-002081
GECO009251,rec-002081
GECO013462,rec-002081
GECO010542,rec-002082
GECO001760,rec-002083
GECO003981,rec-002083
GECO004309,rec-002083
GECO001571,rec-002084
GECO000738,rec-002085
GECO001296,rec-002086
GECO003631,rec-002086
GECO004114,rec-002086
GECO010955,rec-002086
GECO002486,rec-002087
GECO011607,rec-002088
GECO000862,rec-002089
GECO009457,rec-002090
GECO000513,rec-002091
GECO004315,rec-002091
GECO009948,rec-002091
GECO012956,rec-002091
GECO006056,rec-002092
GECO011420,rec-002093
GECO013277,rec-002094
GECO004423,rec-002095
GECO008730,rec-002096
GECO012109,rec-002097
GECO003003,rec-002098
GECO007130,rec-002098
GECO010941,rec-002098
GECO000216,rec-002099
GECO001885,rec-002099
GECO009073,rec-002099
GECO013558,rec-002099
GECO000026,rec-002100
GECO002227,rec-002100
GECO010315,rec-002100
GECO014903,rec-002100
GECO002261,rec-002101
GECO010210,rec-002101
GECO013413,rec-002101
GECO014064,rec-002101
GECO001824,rec-002102
GECO004397,rec-002103
GECO007389,rec-002103
GECO009943,rec-002103
GECO011360,rec-002103
GECO012620,rec-002103
GECO014188,rec-002103
GECO002830,rec-002104
GECO002899,rec-002105
GECO001385,rec-002106
GECO004971,rec-002106
GECO007661,rec-002106
GECO009601,rec-002107
GECO012467,rec-002107
GECO003701,rec-002108
GECO009889,rec-002109
GECO012248,rec-002110
GECO004992,rec-002111
GECO003604,rec-002112
GECO004350,rec-002113
GECO014005,rec-002114
GECO001847,rec-002115
GECO003358,rec-002115
GECO004754,rec-002115
GECO006550,rec-002116
GECO009784,rec-002116
GECO011002,rec-002116
GECO001046,rec-002117
GECO000247,rec-002118
GECO003038,rec-002119
GECO001751,rec-002120
GECO010121,rec-002121
GECO001330,rec-002122
GECO011437,rec-002123
GECO012547,rec-002124
GECO005974,rec-002125
GECO013119,rec-002126
GECO002048,rec-002127
GECO002091,rec-002128
GECO009771,rec-002129
GECO013772,rec-002129
GECO004684,rec-002130
GECO002112,rec-002131
GECO006759,rec-002132
GECO010122,rec-002132
GECO014492,rec-002132
GECO006735,rec-002133
GECO011348,rec-002134
GECO003039,rec-002135
GECO001458,rec-002136
GECO006572,rec-002137
GECO007776,rec-002137
GECO008959,rec-002137
GECO009545,rec-002137
GECO013839,rec-002137
GECO009955,rec-002138
GECO006185,rec-002139
GECO006205,rec-002139
GECO014507,rec-002139
GECO002598,rec-002140
GECO006023,rec-002141
GECO012246,rec-002141
GECO006447,rec-002142
GECO011007,rec-002142
GECO011073,rec-002142
GECO011748,rec-002142
GECO003307,rec-002143
GECO008028,rec-002144
GECO003530,rec-002145
GECO014304,rec-002146
GECO003025,rec-002147
GECO003905,rec-002147
GECO007450,rec-002147
GECO003758,rec-002148
GECO007840,rec-002149
GECO000844,rec-002150
GECO007561,rec-002151
GECO010091,rec-002152
GECO014606,rec-002153
GECO012396,rec-002154
GECO014229,rec-002155
GECO008521,rec-002156
GECO004822,rec-002157
GECO009039,rec-002158
GECO007552,rec-002159
GECO001621,rec-002160
GECO010386,rec-002160
GECO010741,rec-002160
GECO013609,rec-002161
GECO014098,rec-002162
GECO008045,rec-002163
GECO011227,rec-002164
GECO000343,rec-002165
GECO013151,rec-002166
GECO000379,rec-002167
GECO000602,rec-002168
GECO006869,rec-002169
GECO006581,rec-002170
GECO014813,rec-002171
GECO005946,rec-002172
GECO006088,rec-002173
GECO013020,rec-002174
GECO000299,rec-002175
GECO005636,rec-002175
GECO010880,rec-002175
GECO011624,rec-002175
GECO011952,rec-002175
GECO013534,rec-002175
GECO013591,rec-002175
GECO001657,rec-002176
GECO003004,rec-002176
GECO008807,rec-002176
GECO009822,rec-002176
GECO000221,rec-002177
GECO003110,rec-002177
GECO011853,rec-002177
GECO012348,rec-002177
GECO012857,rec-002177
GECO013079,rec-002177
GECO014179,rec-002178
GECO000319,rec-002179
GECO004518,rec-002179
GECO012740,rec-002180
GECO008985,rec-002181
GECO009611,rec-002182
GECO008901,rec-002183
GECO001943,rec-002184
GECO004568,rec-002184
GECO005219,rec-002184
GECO009896,rec-002184
GECO011588,rec-002184
GECO001569,rec-002185
GECO004935,rec-002186
GECO007731,rec-002186
GECO001179,rec-002187
GECO005791,rec-002187
GECO009979,rec-002188
GECO012045,rec-002189
GECO000767,rec-002190
GECO006868,rec-002190
GECO012732,rec-002190
GECO014297,rec-002190
GECO002236,rec-002191
GECO001195,rec-002192
GECO001854,rec-002193
GECO002497,rec-002193
GECO002769,rec-002193
GECO003386,rec-002193
GECO004510,rec-002193
GECO009117,rec-002194
GECO010473,rec-002195
GECO000716,rec-002196
GECO005044,rec-002196
GECO011291,rec-002196
GECO000563,rec-002197
GECO001546,rec-002197
GECO003504,rec-002197
GECO008196,rec-002197
GECO011709,rec-002198
GECO002560,rec-002199
GECO003622,rec-002200
GECO010613,rec-002200
GECO008246,rec-002201
GECO012951,rec-002202
GECO000378,rec-002203
GECO004601,rec-002203
GECO009369,rec-002203
GECO013313,rec-002203
GECO011468,rec-002204
GECO009751,rec-002205
GECO012667,rec-002206
GECO001369,rec-002207
GECO001630,rec-002207
GECO002363,rec-002207
GECO003733,rec-002207
GECO008765,rec-002207
GECO004363,rec-002208
GECO001356,rec-002209
GECO006004,rec-002209
GECO008962,rec-002209
GECO001492,rec-002210
GECO013941,rec-002211
GECO011778,rec-002212
GECO003148,rec-002213
GECO003680,rec-002213
GECO006262,rec-002213
GECO007581,rec-002214
GECO005039,rec-002215
GECO005237,rec-002215
GECO007201,rec-002215
GECO008528,rec-002215
GECO009527,rec-002215
GECO011749,rec-002215
GECO012852,rec-002215
GECO002822,rec-002216
GECO003565,rec-002216
GECO005937,rec-002216
GECO006303,rec-002216
GECO010218,rec-002216
GECO010923,rec-002216
GECO003506,rec-002217
GECO008296,rec-002218
GECO003183,rec-002219
GECO005797,rec-002219
GECO014338,rec-002219
GECO007189,rec-002220
GECO001287,rec-002221
GECO003924,rec-002221
GECO013781,rec-002221
GECO009915,rec-002222
GECO010084,rec-002222
GECO010946,rec-002222
GECO001288,rec-002223
GECO002345,rec-002224
GECO011115,rec-002224
GECO011176,rec-002224
GECO013436,rec-002224
GECO013451,rec-002224
GECO003243,rec-002225
GECO001042,rec-002226
GECO004536,rec-002227
GECO005878,rec-002228
GECO013048,rec-002229
GECO008378,rec-002230
GECO012195,rec-002231
GECO010517,rec-002232
GECO009279,rec-002233
GECO012644,rec-002233
GECO014419,rec-002233
GECO001800,rec-002234
GECO013255,rec-002235
GECO005993,rec-002236
GECO001108,rec-002237
GECO012800,rec-002238
GECO004901,rec-002239
GECO007325,rec-002239
GECO011132,rec-002239
GECO012103,rec-002239
GECO013471,rec-002239
GECO001081,rec-002240
GECO001425,rec-002240
GECO006986,rec-002240
GECO011813,rec-002240
GECO012070,rec-002241
GECO004635,rec-002242
GECO006537,rec-002242
GECO009877,rec-002242
GECO000930,rec-002243
GECO003887,rec-002243
GECO004012,rec-002243
GECO004611,rec-002243
GECO006335,rec-002244
GECO000258,rec-002245
GECO000701,rec-002245
GECO001352,rec-002245
GECO009214,rec-002245
GECO012028,rec-002245
GECO009115,rec-002246
GECO001836,rec-002247
GECO002666,rec-002247
GECO002688,rec-002247
GECO007255,rec-002247
GECO009930,rec-002247
GECO013191,rec-002247
GECO002887,rec-002248
GECO001663,rec-002249
GECO010687,rec-002249
GECO013069,rec-002249
GECO014499,rec-002249
GECO000020,rec-002250
GECO000231,rec-002250
GECO004367,rec-002250
GECO008846,rec-002250
GECO011121,rec-002250
GECO012977,rec-002251
GECO012033,rec-002252
GECO005615,rec-002253
GECO000094,rec-002254
GECO007381,rec-002254
GECO010359,rec-002254
GECO001944,rec-002255
GECO013551,rec-002255
GECO004346,rec-002256
GECO002211,rec-002257
GECO007043,rec-002257
GECO008342,rec-002257
GECO010778,rec-002257
GECO012290,rec-002257
GECO014066,rec-002257
GECO013076,rec-002258
GECO013461,rec-002258
GECO008987,rec-002259
GECO010181,rec-002260
GECO005664,rec-002261
GECO003930,rec-002262
GECO004639,rec-002262
GECO014987,rec-002262
GECO014199,rec-002263
GECO005052,rec-002264
GECO009046,rec-002265
GECO004989,rec-002266
GECO010477,rec-002267
GECO012346,rec-002267
GECO010511,rec-002268
GECO001021,rec-002269
GECO002194,rec-002270
GECO003836,rec-002271
GECO000068,rec-002272
GECO001137,rec-002272
GECO005759,rec-002272
GECO011005,rec-002272
GECO012774,rec-002272
GECO001104,rec-002273
GECO001362,rec-002273
GECO002368,rec-002273
GECO014965,rec-002273
GECO006369,rec-002274
GECO008140,rec-002275
GECO011085,rec-002276
GECO000386,rec-002277
GECO005980,rec-002278
GECO001620,rec-002279
GECO000966,rec-002280
GECO002659,rec-002280
GECO005149,rec-002280
GECO010758,rec-002280
GECO012706,rec-002281
GECO004158,rec-002282
GECO004642,rec-002283
GECO005392,rec-002283
GECO005301,rec-002284
GECO001637,rec-002285
GECO000263,rec-002286
GECO001127,rec-002286
GECO004259,rec-002286
GECO004472,rec-002286
GECO004718,rec-002286
GECO010453,rec-002286
GECO012339,rec-002286
GECO003608,rec-002287
GECO005254,rec-002287
GECO005779,rec-002287
GECO010745,rec-002287
GECO002747,rec-002288
GECO002958,rec-002288
GECO007899,rec-002288
GECO013221,rec-002288
GECO007369,rec-002289
GECO000996,rec-002290
GECO003322,rec-002290
GECO004015,rec-002290
GECO004284,rec-002290
GECO007050,rec-002291
GECO012152,rec-002292
GECO012813,rec-002292
GECO013258,rec-002292
GECO013301,rec-002292
GECO006860,rec-002293
GECO001384,rec-002294
GECO009616,rec-002295
GECO002107,rec-002296
GECO007780,rec-002296
GECO010682,rec-002296
GECO003021,rec-002297
GECO004543,rec-002298
GECO007078,rec-002298
GECO007691,rec-002298
GECO009907,rec-002298
GECO003049,rec-002299
GECO003459,rec-002299
GECO004691,rec-002299
GECO004224,rec-002300
GECO000814,rec-002301
GECO013764,rec-002302
GECO013922,rec-002303
GECO010467,rec-002304
GECO002879,rec-002305
GECO012540,rec-002306
GECO012372,rec-002307
GECO012961,rec-002308
GECO012888,rec-002309
GECO000618,rec-002310
GECO005370,rec-002310
GECO005735,rec-002310
GECO006654,rec-002310
GECO009959,rec-002310
GECO010096,rec-002310
GECO011418,rec-002310
GECO002989,rec-002311
GECO003950,rec-002311
GECO009306,rec-002311
GECO011063,rec-002311
GECO014088,rec-002311
GECO000188,rec-002312
GECO000047,rec-002313
GECO001837,rec-002313
GECO003605,rec-002313
GECO010666,rec-002313
GECO012100,rec-002313
GECO014898,rec-002313
GECO003595,rec-002314
GECO004255,rec-002314
GECO011013,rec-002314
GECO011316,rec-002314
GECO003859,rec-002315
GECO005602,rec-002315
GECO010647,rec-002316
GECO000561,rec-002317
GECO002173,rec-002318
GECO009965,rec-002318
GECO011018,rec-002318
GECO012073,rec-002318
GECO014759,rec-002318
GECO002546,rec-002319
GECO003687,rec-002319
GECO004263,rec-002319
GECO010259,rec-002319
GECO014413,rec-002319
GECO010936,rec-002320
