RecID,Record
A352,Fifty Seven Fifty Seven 57 E. 57th St. New York 212-758-5757 American
A353,Film Center Cafe 635 9th Ave. between 44th and 45th Sts. New York 212- 262-2525 American
A354,Fiorello's Roman Cafeacute 1900 Broadway between 63rd and 64th Sts. New York 212-595-5330 Italian
A355,Firehouse 522 Columbus Ave. between 85th and 86th Sts. New York 212-595-3139 American
A356,First 87 1st Ave. between 5th and 6th Sts. New York 212-674-3823 American
A357,Fishin Eddie 73 W. 71st St. New York 212-874-3474 Seafood
A358,Fleur de Jour 348 E. 62nd St. New York 212-355-2020 Coffee Bar
A359,Flowers 21 West 17th St. between 5th and 6th Aves. New York 212-691-8888 American
A360,Follonico 6 W. 24th St. New York 212-691-6359 Italian
A361,Fraunces Tavern 54 Pearl St. at Broad St. New York 212-269-0144 American
A362,French Roast 458 6th Ave. at 11th St. New York 212-533-2233 French
A363,French Roast Cafeacute 2340 Broadway at 85th St. New York 212-799-1533 Coffee Bar
A364,Frico Bar 402 W. 43rd St. off 9th Ave. New York 212-564-7272 Italian
A365,Fujiyama Mama 467 Columbus Ave. between 82nd and 83rd Sts. New York 212-769-1144 Asian
A366,Gabriela's 685 Amsterdam Ave. at 93rd St. New York 212-961-0574 Mexican
A367,Gallagher's 228 W. 52nd St. New York 212-245-5336 American
A368,Gianni's 15 Fulton St. New York 212-608-7300 Seafood
A369,Girafe 208 E. 58th St. between 2nd and 3rd Aves. New York 212-752-3054 Italian
A370,Global 33 93 2nd Ave. between 5th and 6th Sts. New York 212-477-8427 American
A371,Golden Unicorn 18 E. Broadway at Catherine St. New York 212- 941-0911 Asian
A372,Grand Ticino 228 Thompson St. between W. 3rd and Bleecker Sts. New York 212-777-5922 Italian
A373,Halcyon 151 W. 54th St. in the Rihga Royal Hotel New York 212-468-8888 American
A374,Hard Rock Cafe 221 W. 57th St. New York 212-489-6565 American
A375,Hi-Life Restaurant and Lounge 1340 1st Ave. at 72nd St. New York 212-249-3600 American
A376,Home 20 Cornelia St. between Bleecker and W. 4th St. New York 212-243-9579 American
A377,Hudson River Club 4 World Financial Center New York 212-786-1500 American
A378,I Trulli 122 E. 27th St. between Lexington and Park Aves. New York 212-481-7372 Italian
A379,Il Cortile 125 Mulberry St. between Canal and Hester Sts. New York 212-226-6060 Italian
A380,Il Nido 251 E. 53rd St. New York 212-753-8450 Italian
A381,Inca Grill 492 Broome St. near W. Broadway New York 212-966-3371 Latin American
A382,Indochine 430 Lafayette St. between 4th St. and Astor Pl. New York 212-505-5111 Asian
A383,Internet Cafe 82 E. 3rd St. between 1st and 2nd Aves. New York 212- 614-0747 Coffee Bar
A384,Ipanema 13 W. 46th St. New York 212-730-5848 Latin American
A385,Jean Lafitte 68 W. 58th St. New York 212-751-2323 French
A386,Jewel of India 15 W. 44th St. New York 212-869-5544 Asian
A387,Jimmy Sung's 219 E. 44th St. between 2nd and 3rd Aves. New York 212-682-5678 Asian
A388,Joe Allen 326 W. 46th St. New York 212-581-6464 American
A389,Judson Grill 152 W. 52nd St. New York 212-582-5252 American
A390,L'Absinthe 227 E. 67th St. New York 212-794-4950 French
A391,L'Auberge 1191 1st Ave. between 64th and 65th Sts. New York 212-288-8791 Middle Eastern
A392,L'Auberge Du Midi 310 W. 4th St. between W. 12th and Bank Sts. New York 212-242-4705 French
A393,L'Udo 432 Lafayette St. near Astor Pl. New York 212-388-0978 French
A394,La Reserve 4 W. 49th St. New York 212-247-2993 French
A395,Lanza Restaurant 168 1st Ave. between 10th and 11th Sts. New York 212-674-7014 Italian
A396,Lattanzi Ristorante 361 W. 46th St. New York 212-315-0980 Italian
A397,Layla 211 W. Broadway at Franklin St. New York 212-431-0700 Middle Eastern
A398,Le Chantilly 106 E. 57th St. New York 212-751-2931 French
A399,Le Colonial 149 E. 57th St. New York 212- 752-0808 Asian
A400,Le Gamin 50 MacDougal St. between Houston and Prince Sts. New York 212-254-4678 Coffee Bar
A401,Le Jardin 25 Cleveland Pl. near Spring St. New York 212-343-9599 French
A402,Le Madri 168 W. 18th St. New York 212-727-8022 Italian
A403,Le Marais 150 W. 46th St. New York 212-869-0900 American
A404,Le Peacuterigord 405 E. 52nd St. New York 212-755-6244 French
A405,Le Select 507 Columbus Ave. between 84th and 85th Sts. New York 212-875-1993 American
A406,Les Halles 411 Park Ave. S between 28th and 29th Sts. New York 212-679-4111 French
A407,Lincoln Tavern 51 W. 64th St. New York 212-721-8271 American
A408,Lola 30 West 22nd St. between 5th and 6th Ave. New York 212-675-6700 American
A409,Lucky Strike 59 Grand St. between Wooster St. and W. Broadway New York 212-941-0479 or 212-941-0772 American
A410,Mad Fish 2182 Broadway between 77th and 78th Sts. New York 212-787-0202 Seafood
A411,Main Street 446 Columbus Ave. between 81st and 82nd Sts. New York 212-873-5025 American
A412,Mangia e Bevi 800 9th Ave. at 53rd St. New York 212-956-3976 Italian
A413,Manhattan Cafeacute 1161 1st Ave. between 63rd and 64th Sts. New York 212-888-6556 American
A414,Manila Garden 325 E. 14th St. between 1st and 2nd Aves. New York 212-777-6314 Asian
A415,Marichu 342 E. 46th St. between 1st and 2nd Aves. New York 212-370-1866 French
A416,Marquet Patisserie 15 E. 12th St. between 5th Ave. and University Pl. New York 212-229-9313 Coffee Bar
A417,Match 160 Mercer St. between Houston and Prince Sts. New York 212-906-9173 American
A418,Matthew's 1030 3rd Ave. at 61st St. New York 212-838-4343 American
A419,Mavalli Palace 46 E. 29th St. New York 212-679-5535 Asian
A420,Milan Cafeacute and Coffee Bar 120 W. 23rd St. New York 212-807-1801 Coffee Bar
A421,Monkey Bar 60 E. 54th St. New York 212-838-2600 American
A422,Montien 1134 1st Ave. between 62nd and 63rd Sts. New York 212-421-4433 Asian
A423,Morton's 551 5th Ave. at 45th St. New York 212-972-3315 American
A424,Motown Cafe 104 W. 57th St. near 6th Ave. New York 212-581-8030 American
A425,New York Kom Tang Soot Bul House 32 W. 32nd St. New York 212- 947-8482 Asian
A426,New York Noodletown 28 43102 Bowery at Bayard St. New York 212-349-0923 Asian
A427,New Yorksbar 2 W. 19th St. New York 212-255-3996 Coffee Bar
A428,Odeon 145 W. Broadway at Thomas St. New York 212-233-0507 American
A429,Orso 322 W. 46th St. New York 212-489-7212 Italian
A430,Osteria al Droge 142 W. 44th St. New York 212-944-3643 Italian
A431,Otabe 68 E. 56th St. New York 212-223-7575 Asian
A432,Pacifica 138 Lafayette St. between Canal and Howard Sts. New York 212-941-4168 Asian
A433,Palio 151 W. 51st. St. New York 212-245-4850 Italian
A434,Pamir 1065 1st Ave. at 58th St. New York 212-644-9258 Middle Eastern
A435,Parioli Romanissimo 24 E. 81st St. New York 212-288-2391 Italian
A436,Patria 250 Park Ave. S at 20th St. New York 212-777-6211 Latin American
A437,Peacock Alley 301 Park Ave. between 49th and 50th Sts. New York 212-872-4895 French
A438,Pen Pencil 205 E. 45th St. New York 212-682-8660 American
A439,Penang SoHo 109 Spring St. between Greene and Mercer Sts. New York 212-274-8883 Asian
A440,Persepolis 1423 2nd Ave. between 74th and 75th Sts. New York 212-535-1100 Middle Eastern
A441,Planet Hollywood 140 W. 57th St. New York 212-333-7827 American
A442,Pomaire 371 W. 46th St. off 9th Ave. New York 212- 956-3055 Latin American
A443,Popover Cafeacute 551 Amsterdam Ave. between 86th and 87th Sts. New York 212-595-8555 American
A444,Post House 28 E. 63rd St. New York 212-935-2888 American
A445,Rain 100 W. 82nd St. New York 212-501-0776 Asian
A446,Red Tulip 439 E. 75th St. New York 212-734-4893 Eastern European
A447,Remi 145 W. 53rd St. New York 212-581-4242 Italian
A448,Republic 37A Union Sq. W between 16th and 17th Sts. New York 212-627-7172 Asian
A449,River Cafeacute 1 Water St. at the East River Brooklyn 718-522-5200 American
A450,Roettelle A. G 126 E. 7th St. between 1st Ave. and Ave. A New York 212-674-4140 Continental
A451,Rosa Mexicano 1063 1st Ave. at 58th St. New York 212-753-7407 Mexican
A452,Ruth's Chris 148 W. 51st St. New York 212-245-9600 American
A453,S.P.Q.R 133 Mulberry St. between Hester and Grand Sts. New York 212-925-3120 Italian
A454,Sal Anthony's 55 Irving Pl. New York 212-982-9030 Italian
A455,Sammy's Roumanian Steak House 157 Chrystie St. at Delancey St. New York 212-673-0330 East European
A456,San Pietro 18 E. 54th St. New York 212-753-9015 Italian
A457,Sant Ambroeus 1000 Madison Ave. between 77th and 78th Sts. New York 212-570-2211 Coffee Bar
A458,Sarabeth's Kitchen 423 Amsterdam Ave. between 80th and 81st Sts. New York 212-496-6280 American
A459,Sea Grill 19 W. 49th St. New York 212-332-7610 Seafood
A460,Serendipity 3 225 E. 60th St. New York 212-838-3531 American
A461,Seventh Regiment Mess and Bar 643 Park Ave. at 66th St. New York 212-744-4107 American
A462,Sfuzzi 58 W. 65th St. New York 212-873-3700 American
A463,Shaan 57 W. 48th St. New York 212- 977-8400 Asian
A464,Sofia Fabulous Pizza 1022 Madison Ave. near 79th St. New York 212-734-2676 Italian
A465,Spring Street Natural Restaurant Bar 62 Spring St. at Lafayette St. New York 212-966-0290 American
A466,Stage Deli 834 7th Ave. between 53rd and 54th Sts. New York 212-245-7850 Delicatessen
A467,Stingray 428 Amsterdam Ave. between 80th and 81st Sts. New York 212-501-7515 Seafood
A468,SweetnTart Cafe 76 Mott St. at Canal St. New York 212-334-8088 Asian
A469,T Salon 143 Mercer St. at Prince St. New York 212-925-3700 Coffee Bar
A470,Tang Pavillion 65 W. 55th St. New York 212-956-6888 Asian
A471,Tapika 950 8th Ave. at 56th St. New York 212- 397-3737 American
A472,Teresa's 103 1st Ave. between 6th and 7th Sts. New York 212-228-0604 East European
A473,Terrace 400 W. 119th St. between Amsterdam and Morningside Aves. New York 212-666-9490 Continental
A474,The Coffee Pot 350 9th Ave. at 49th St. New York 212-265-3566 Coffee Bar
A475,The Savannah Club 2420 Broadway at 89th St. New York 212-496-1066 American
A476,Trattoria Dell'Arte 900 7th Ave. between 56th and 57th Sts. New York 212-245-9800 Italian
A477,Triangolo 345 E. 83rd St. New York 212-472-4488 Italian
A478,Tribeca Grill 375 Greenwich St. near Franklin St. New York 212-941-3900 American
A479,Trois Jean 154 E. 79th St. between Lexington and 3rd Aves. New York 212-988-4858 Coffee Bar
A480,Tse Yang 34 E. 51st St. New York 212-688-5447 Asian
A481,Turkish Kitchen 386 3rd Ave. between 27th and 28th Sts. New York 212-679-1810 Middle Eastern
A482,Two Two Two 222 W. 79th St. New York 212-799-0400 American
A483,Veniero's Pasticceria 342 E. 11th St. near 1st Ave. New York 212-674-7264 Coffee Bar
A484,Verbena 54 Irving Pl. at 17th St. New York 212-260-5454 American
A485,Victor's Cafeacute 52 236 W. 52nd St. New York 212-586-7714 Latin American
A486,Vince Eddie's 70 W. 68th St. New York 212-721-0068 American
A487,Vong 200 E. 54th St. New York 212-486-9592 American
A488,Water Club 500 E. 30th St. New York 212-683-3333 American
A489,West 63rd Street Steakhouse 44 W. 63rd St. New York 212-246-6363 American
A490,Xunta 174 1st Ave. between 10th and 11th Sts. New York 212-614-0620 Mediterranean
A491,Zen Palate 34 Union Sq. E at 16th St. New York 212-614-9291 and 212-614-9345 Asian
A492,Zoeuml 90 Prince St. between Broadway and Mercer St. New York 212-966-6722 American
A493,Abbey 163 Ponce de Leon Ave. Atlanta 404-876-8532 International
A494,Aleck's Barbecue Heaven 783 Martin Luther King Jr. Dr. Atlanta 404-525-2062 Barbecue
A495,Annie's Thai Castle 3195 Roswell Rd. Atlanta 404-264-9546 Asian
A496,Anthonys 3109 Piedmont Rd. just south of Peachtree Rd. Atlanta 404-262-7379 American
A497,Atlanta Fish Market 265 Pharr Rd. Atlanta 404-262-3165 American
A498,Beesley's of Buckhead 260 E. Paces Ferry Road Atlanta 404-264-1334 Continental
A499,Bertolini's 3500 Peachtree Rd. Phipps Plaza Atlanta 404-233-2333 Italian
A500,Bistango 1100 Peachtree St. Atlanta 404-724-0901 Mediterranean
A501,Cafeacute Ritz-Carlton Buckhead 3434 Peachtree Rd. Atlanta 404-237-2700 ext 6108 International
A502,Cafe Renaissance 7050 Jimmy Carter Blvd. Norcross Atlanta 770-441--0291 American
A503,Camille's 1186 N. Highland Ave. Atlanta 404-872-7203 Italian
A504,Cassis 3300 Peachtree Rd. Grand Hyatt Atlanta 404-365-8100 Mediterranean
A505,City Grill 50 Hurt Plaza Atlanta 404-524-2489 International
A506,Coco Loco 40 Buckhead Crossing Mall on the Sidney Marcus Blvd. Atlanta 404-364-0212 Caribbean
A507,Colonnade Restaurant 1879 Cheshire Bridge Rd. Atlanta 404-874-5642 Southern
A508,Dante's Down the Hatch Buckhead 3380 Peachtree Rd. Atlanta 404-266-1600 Continental
A509,Dante's Down the Hatch Underground Underground Mall Underground Atlanta Atlanta 404-577-1800 Continental
A510,Fat Matt's Rib Shack 1811 Piedmont Ave. near Cheshire Bridge Rd. Atlanta 404-607-1622 Barbecue
A511,French Quarter Food Shop 923 Peachtree St. at 8th St. Atlanta 404-875-2489 Southern
A512,Holt Bros. Bar-B-Q 6359 Jimmy Carter Blvd. at Buford Hwy. Norcross Atlanta 770-242-3984 Barbecue
A513,Horseradish Grill 4320 Powers Ferry Rd. Atlanta 404-255-7277 Southern
A514,Hsu's Gourmet 192 Peachtree Center Ave. at International Blvd. Atlanta 404-659-2788 Asian
A515,Imperial Fez 2285 Peachtree Rd. Peachtree Battle Condominium Atlanta 404-351-0870 Mediterranean
A516,Kamogawa 3300 Peachtree Rd. Grand Hyatt Atlanta 404-841-0314 Asian
A517,La Grotta at Ravinia Dunwoody Rd. Holiday Inn-Crowne Plaza at Ravinia Dunwoody Atlanta 770-395-9925 Italian
A518,Little Szechuan C Buford Hwy. Northwoods Plaza Doraville Atlanta 770-451-0192 Asian
A519,Lowcountry Barbecue 6301 Roswell Rd. Sandy Springs Plaza Sandy Springs Atlanta 404-255-5160 Barbecue
A520,Luna Siacute 1931 Peachtree Rd. Atlanta 404-355-5993 Continental
A521,Mambo Restaurante Cubano 1402 N. Highland Ave. Atlanta 404-874-2626 Caribbean
A522,McKinnon's Louisiane 3209 Maple Dr. Atlanta 404-237-1313 Southern
A523,Mi Spia Dunwoody Rd. Park Place across from Perimeter Mall Dunwoody Atlanta 770-393-1333 Italian
A524,Nickiemoto's A Sushi Bar 247 Buckhead Ave. East Village Sq. Atlanta 404-842-0334 Fusion
A525,Palisades 1829 Peachtree Rd. Atlanta 404-350-6755 Continental
A526,Pleasant Peasant 555 Peachtree St. at Linden Ave. Atlanta 404-874-3223 American
A527,Pricci 500 Pharr Rd. Atlanta 404-237-2941 Italian
A528,R.J.'s Uptown Kitchen Wine Bar 870 N. Highland Ave. Atlanta 404-875-7775 American
A529,Rib Ranch 25 Irby Ave. Atlanta 404-233-7644 Barbecue
A530,Sa Tsu Ki 3043 Buford Hwy. Atlanta 404-325-5285 Asian
A531,Sato Sushi and Thai 6050 Peachtree Pkwy. Norcross Atlanta 770-449-0033 Asian
A532,South City Kitchen 1144 Crescent Ave. Atlanta 404-873-7358 Southern
A533,South of France 2345 Cheshire Bridge Rd. Atlanta 404-325-6963 French
A534,Stringer's Fish Camp and Oyster Bar 3384 Shallowford Rd. Chamblee Atlanta 770-458-7145 Southern
A535,Sundown Cafe 2165 Cheshire Bridge Rd. Atlanta 404-321-1118 American
A536,Taste of New York Orleans 889 W. Peachtree St. Atlanta 404-874-5535 Southern
A537,TomTom 3393 Peachtree Rd. Atlanta 404-264-1163 Continental
A538,Antonio's 3700 W. Flamingo Las Vegas 702-252-7737 Italian
A539,Bally's Big Kitchen 3645 Las Vegas Blvd. S Las Vegas 702-739-4111 Buffets
A540,Bamboo Garden 4850 Flamingo Rd. Las Vegas 702-871-3262 Asian
A541,Battista's Hole in the Wall 4041 Audrie St. at Flamingo Rd. Las Vegas 702-732-1424 Italian
A542,Bertolini's 3570 Las Vegas Blvd. S Las Vegas 702-735-4663 Italian
A543,Binion's Coffee Shop 128 Fremont St. Las Vegas 702-382-1600 Coffee Shops-Diners
A544,Bistro 3400 Las Vegas Blvd. S Las Vegas 702-791-7111 Continental
A545,Broiler 4111 Boulder Hwy. Las Vegas 702-432-7777 American
A546,Bugsy's Diner 3555 Las Vegas Blvd. S Las Vegas 702-733-3111 Coffee Shops-Diners
A547,Cafeacute Michelle 1350 E. Flamingo Rd. Las Vegas 702-735-8686 American
A548,Cafe Roma 3570 Las Vegas Blvd. S Las Vegas 702-731-7547 Coffee Shops-Diners
A549,Capozzoli's 3333 S. Maryland Pkwy. Las Vegas 702-731-5311 Italian
A550,Carnival World 3700 W. Flamingo Rd. Las Vegas 702-252-7777 Buffets
A551,Center Stage Plaza Hotel 1 Main St. Las Vegas 702-386-2512 American
A552,Circus Circus 2880 Las Vegas Blvd. S Las Vegas 702-734-0410 Buffets
A553,Empress Court 3570 Las Vegas Blvd. S Las Vegas 702-731-7888 Asian
A554,Feast 2411 W. Sahara Ave. Las Vegas 702-367-2411 Buffets
A555,Golden Nugget Hotel 129 E. Fremont St. Las Vegas 702-385-7111 Buffets
A556,Golden Steer 308 W. Sahara Ave. Las Vegas 702-384-4470 Steak Houses
A557,Lillie Langtry's 129 E. Fremont St. Las Vegas 702-385-7111 Asian
A558,Mandarin Court 1510 E. Flamingo Rd. Las Vegas 702-737-1234 Asian
A559,Margarita's Mexican Cantina 3120 Las Vegas Blvd. S Las Vegas 702-794-8200 Mexican
A560,Mary's Diner 5111 W. Boulder Hwy. Las Vegas 702-454-8073 Coffee Shops-Diners
A561,Mikado 3400 Las Vegas Blvd. S Las Vegas 702-791-7111 Asian
A562,Pamplemousse 400 E. Sahara Ave. Las Vegas 702-733-2066 Continental
A563,Ralph's Diner 3000 Las Vegas Blvd. S Las Vegas 702-732-6330 Coffee Shops-Diners
A564,The Bacchanal 3570 Las Vegas Blvd. S Las Vegas 702-731-7525 Only in Las Vegas
A565,Venetian 3713 W. Sahara Ave. Las Vegas 702-876-4190 Italian
A566,Viva Mercado's 6182 W. Flamingo Rd. Las Vegas 702-871-8826 Mexican
A567,Yolie's 3900 Paradise Rd. Las Vegas 702-794-0700 Steak Houses
A568,2223 2223 Market St. San Francisco 415-431-0692 American
A569,Acquarello 1722 Sacramento St. San Francisco 415-567-5432 Italian
A570,Bardelli's 243 O'Farrell St. San Francisco 415-982-0243 Old San Francisco
A571,Betelnut 2030 Union St. San Francisco 415-929-8855 Asian
A572,Bistro Roti 155 Steuart St. San Francisco 415-495-6500 French
A573,Bix 56 Gold St. San Francisco 415-433-6300 American
A574,Bizou 598 Fourth St. San Francisco 415-543-2222 French
A575,Buca Giovanni 800 Greenwich St. San Francisco 415-776-7766 Italian
A576,Cafeacute Adriano 3347 Fillmore St. San Francisco 415-474-4180 Italian
A577,Cafeacute Marimba 2317 Chestnut St. San Francisco 415-776-1506 Mexican-Latin American-Spanish
A578,California Culinary Academy 625 Polk St. San Francisco 415-771-3500 French
A579,Capp's Corner 1600 Powell St. San Francisco 415-989-2589 Italian
A580,Carta 1772 Market St. San Francisco 415-863-3516 American
A581,Chevys 4th and Howard Sts. San Francisco 415-543-8060 Mexican-Latin American-Spanish
A582,Cypress Club 500 Jackson St. San Francisco 415-296-8555 American
A583,Des Alpes 732 Broadway San Francisco 415-788-9900 French
A584,Faz 161 Sutter St. San Francisco 415-362-0404 Greek and Middle Eastern
A585,Fog City Diner 1300 Battery St. San Francisco 415-982-2000 American
A586,Garden Court Market and New York Montgomery Sts. San Francisco 415-546-5011 Old San Francisco
A587,Gaylord's Ghirardelli Sq. San Francisco 415-771-8822 Asian
A588,Grand Cafeacute Hotel Monaco 501 Geary St. San Francisco 415-292-0101 American
A589,Greens Bldg. A Fort Mason San Francisco 415-771-6222 Vegetarian
A590,Harbor Village 4 Embarcadero Center San Francisco 415-781-8833 Asian
A591,Harris' 2100 Van Ness Ave. San Francisco 415-673-1888 Steak Houses
A592,Harry Denton's 161 Steuart St. San Francisco 415-882-1333 American
A593,Hayes Street Grill 320 Hayes St. San Francisco 415-863-5545 Seafood
A594,Helmand 430 Broadway San Francisco 415-362-0641 Greek and Middle Eastern
A595,Hong Kong Flower Lounge 5322 Geary Blvd. San Francisco 415-668-8998 Asian
A596,Hong Kong Villa 2332 Clement St. San Francisco 415-752-8833 Asian
A597,Hyde Street Bistro 1521 Hyde St. San Francisco 415-441-7778 Italian
A598,Il Fornaio Levi's Plaza 1265 Battery St. San Francisco 415-986-0100 Italian
A599,Izzy's Steak Chop House 3345 Steiner St. San Francisco 415-563-0487 Steak Houses
A600,Jack's 615 Sacramento St. San Francisco 415-986-9854 Old San Francisco
A601,Kabuto Sushi 5116 Geary Blvd. San Francisco 415-752-5652 Asian
A602,Katia's 600 5th Ave. San Francisco 415-668-9292 *
A603,Kuleto's 221 Powell St. San Francisco 415-397-7720 Italian
A604,Kyo-ya. Sheraton Palace Hotel 2 New York Montgomery St. at Market St. San Francisco 415-546-5000 Asian
A605,L'Osteria del Forno 519 Columbus Ave. San Francisco 415-982-1124 Italian
A606,Le Central 453 Bush St. San Francisco 415-391-2233 French
A607,Le Soleil 133 Clement St. San Francisco 415-668-4848 Asian
A608,MacArthur Park 607 Front St. San Francisco 415-398-5700 American
A609,Manora 3226 Mission St. San Francisco 415-861-6224 Asian
A610,Maykadeh 470 Green St. San Francisco 415-362-8286 Greek and Middle Eastern
A611,McCormick Kuleto's Ghirardelli Sq. San Francisco 415-929-1730 Seafood
A612,Millennium 246 McAllister St. San Francisco 415-487-9800 Vegetarian
A613,Moose's 1652 Stockton St. San Francisco 415-989-7800 Mediterranean
A614,North India 3131 Webster St. San Francisco 415-931-1556 Asian
A615,One Market 1 Market St. San Francisco 415-777-5577 American
A616,Oritalia 1915 Fillmore St. San Francisco 415-346-1333 Italian
A617,Pacific Pan Pacific Hotel 500 Post St. San Francisco 415-929-2087 French
A618,Palio d'Asti 640 Sacramento St. San Francisco 415-395-9800 Italian
A619,Pane e Vino 3011 Steiner St. San Francisco 415-346-2111 Italian
A620,Pastis 1015 Battery St. San Francisco 415-391-2555 French
A621,Perry's 1944 Union St. San Francisco 415-922-9022 American
A622,RG Lounge 631 B Kearny St. San Francisco 415-982-7877 or 415-982-3811 Asian
A623,Rubicon 558 Sacramento St. San Francisco 415-434-4100 American
A624,Rumpus 1 Tillman Pl. San Francisco 415-421-2300 American
A625,Sanppo 1702 Post St. San Francisco 415-346-3486 Asian
A626,Scala's Bistro 432 Powell St. San Francisco 415-395-8555 Italian
A627,South Park Cafe 108 South Park San Francisco 415-495-7275 French
A628,Splendido Embarcadero 4 San Francisco 415-986-3222 Mediterranean
A629,Stars 150 Redwood Alley San Francisco 415-861-7827 American
A630,Stars Cafe 500 Van Ness Ave. San Francisco 415-861-4344 American
A631,Stoyanof's Cafe 1240 9th Ave. San Francisco 415-664-3664 Greek and Middle Eastern
A632,Straits Cafe 3300 Geary Blvd. San Francisco 415-668-1783 Asian
A633,Suppenkuche 601 Hayes St. San Francisco 415-252-9289 Russian-German
A634,Tadich Grill 240 California St. San Francisco 415-391-2373 Seafood
A635,The Heights 3235 Sacramento St. San Francisco 415-474-8890 French
A636,Thepin 298 Gough St. San Francisco 415-863-9335 Asian
A637,Ton Kiang 3148 Geary Blvd. San Francisco 415-752-4440 Asian
A638,Vertigo 600 Montgomery St. San Francisco 415-433-7250 Mediterranean
A639,Vivande Porta Via 2125 Fillmore St. San Francisco 415-346-4430 Italian
A640,Vivande Ristorante 670 Golden Gate Ave. San Francisco 415-673-9245 Italian
A641,World Wrapps 2257 Chestnut St. San Francisco 415-563-9727 American
A642,Wu Kong 101 Spear St. San Francisco 415-957-9300 Asian
A643,Yank Sing 427 Battery St. San Francisco 415-541-4949 Asian
A644,Yaya Cuisine 1220 9th Ave. San Francisco 415-566-6966 Greek and Middle Eastern
A645,Yoyo Tsumami Bistro 1611 Post St. San Francisco 415-922-7788 French
A646,Zarzuela 2000 Hyde St. San Francisco 415-346-0800 Mexican-Latin American-Spanish
A647,Zuni Cafeacute Grill 1658 Market St. San Francisco 415-552-2522 Mediterranean
A648,Apple Pan The 10801 W. Pico Blvd. West LA 310-475-3585 American
A649,Asahi Ramen 2027 Sawtelle Blvd. West LA 310-479-2231 Noodle Shops
A650,Baja Fresh 3345 Kimber Dr. Westlake Village 805-498-4049 Mexican
A651,Belvedere The 9882 Little Santa Monica Blvd. Beverly Hills 310-788-2306 Pacific New York Wave
A652,Benita's Frites 1433 Third St. Promenade Santa Monica 310-458-2889 Fast Food
A653,Bernard's 515 S. Olive St. Los Angeles 213-612-1580 Continental
A654,Bistro 45 45 S. Mentor Ave. Pasadena 818-795-2478 Californian
A655,Brent's Deli 19565 Parthenia Ave. Northridge 818-886-5679 Delis
A656,Brighton Coffee Shop 9600 Brighton Way Beverly Hills 310-276-7732 Coffee Shops
A657,Bristol Farms Market Cafe 1570 Rosecrans Ave. S. Pasadena 310-643-5229 Californian
A658,Bruno's 3838 Centinela Ave. Mar Vista 310-397-5703 Italian
A659,Cafe '50s 838 Lincoln Blvd. Venice 310-399-1955 American
A660,Cafe Blanc 9777 Little Santa Monica Blvd. Beverly Hills 310-888-0108 Pacific New York Wave
A661,Cassell's 3266 W. Sixth St. LA 213-480-8668 Hamburgers
A662,Chez Melange 1716 PCH Redondo Beach 310-540-1222 Eclectic
A663,Diaghilev 1020 N. San Vicente Blvd. W. Hollywood 310-854-1111 Russian
A664,Don Antonio's 1136 Westwood Blvd. Westwood 310-209-1422 Italian
A665,Duke's 8909 Sunset Blvd. W. Hollywood 310-652-3100 Coffee Shops
A666,Falafel King 1059 Broxton Ave. Westwood 310-208-4444 Middle Eastern
A667,Feast from the East 1949 Westwood Blvd. West LA 310-475-0400 Chinese
A668,Gumbo Pot The 6333 W. Third St. LA 213-933-0358 Cajun-Creole
A669,Hollywood Hills Coffee Shop 6145 Franklin Ave. Hollywood 213-467-7678 Coffee Shops
A670,Indo Cafe 10428 43102 National Blvd. LA 310-815-1290 Indonesian
A671,Jan's Family Restaurant 8424 Beverly Blvd. LA 213-651-2866 Coffee Shops
A672,JiRaffe 502 Santa Monica Blvd. Santa Monica 310-917-6671 Californian
A673,Jody Maroni's Sausage Kingdom 2011 Ocean Front Walk Venice 310-306-1995 Hot Dogs
A674,Joe's 1023 Abbot Kinney Blvd. Venice 310-399-5811 American (New York)
A675,John O'Groats 10516 W. Pico Blvd. West LA 310-204-0692 Coffee Shops
A676,Johnnie's Pastrami 4017 S. Sepulveda Blvd. Culver City 310-397-6654 Delis
A677,Johnny Reb's Southern Smokehouse 4663 Long Beach Blvd. Long Beach 310-423-7327 Southern-Soul
A678,Johnny Rockets (LA) 7507 Melrose Ave. LA 213-651-3361 American
A679,Killer Shrimp 4000 Colfax Ave. Studio City 818-508-1570 Seafood
A680,Kokomo Cafe 6333 W. Third St. LA 213-933-0773 American
A681,Koo Koo Roo 8393 W. Beverly Blvd. LA 213-655-9045 Chicken
A682,La Cachette 10506 Little Santa Monica Blvd. Century City 310-470-4992 French (New York)
A683,La Salsa (LA) 22800 PCH Malibu 310-456-6299 Mexican
A684,La Serenata de Garibaldi 1842 E. First St. Boyle Hts. 213-265-2887 Mexican-Tex-Mex
A685,Langer's 704 S. Alvarado St. LA 213-483-8050 Delis
A686,LoCal NoChol 30869 Thousand Oaks Blvd. Westlake Village 818-706-7706 Health Food
A687,Main Course The 10509 W. Pico Blvd. Rancho Park 310-475-7564 American
A688,Mani's Bakery Espresso Bar 519 S. Fairfax Ave. LA 213-938-8800 Desserts
A689,Martha's 22nd Street Grill 25 22nd St. Hermosa Beach 310-376-7786 American
A690,Maxwell's Cafe 13329 Washington Blvd. Marina del Rey 310-306-7829 American
A691,Michael's (Los Angeles) 1147 Third St. Santa Monica 310-451-0843 Californian
A692,Mishima 8474 W. Third St. LA 213-782-0181 Noodle Shops
